SL_pAcc_aR,SL_pAcc_aNR,SF_pAcc_aR,SF_pAcc_aNR
0.4744525547445255,0.4882075471698113,0.5185840707964602,0.49515738498789347
0.4792270531400966,0.49206349206349204,0.4887372013651877,0.496291718170581
0.5256525652565257,0.5040241448692153,0.47804175665946724,0.5033200531208499
0.5019245573518091,0.5133767172812725,0.46711074104912575,0.4923903312444047
0.5180817610062893,0.4986244841815681,0.46254071661237783,0.5
0.5198059822150364,0.5106951871657754,0.4663499604117181,0.49637155297532654
0.4984732824427481,0.49717912552891397,0.4823529411764706,0.4907578558225508
0.527843137254902,0.535966149506347,0.48244897959183675,0.4833641404805915
0.5253112033195021,0.5496246872393661,0.5096525096525096,0.5080707148347425
0.5088141025641025,0.5316253002401922,0.5047923322683706,0.486810551558753
0.5169902912621359,0.540519877675841,0.4699367088607595,0.4983221476510067
0.5088709677419355,0.5312,0.4888888888888889,0.4816
0.5186991869918699,0.5453834115805947,0.46692913385826773,0.49345335515548283
0.5653939886271324,0.5917464996315401,0.47123719464145,0.4925634295713036
0.6138933764135702,0.6319875776397516,0.4714738510301109,0.4834983498349835
0.5333333333333333,0.5831399845320959,0.4763779527559055,0.5161557580778791
0.7266009852216748,0.6582875098193244,0.47581903276131043,0.5126324368378158
0.7327935222672065,0.7226596675415573,0.4766798418972332,0.49447310243183495
0.769795918367347,0.7476313522825151,0.4831372549019608,0.5272591486183719
0.8035714285714286,0.7867132867132867,0.5615141955835962,0.5671091445427728
0.7817589576547231,0.7559262510974539,0.5448113207547169,0.5642909625275533
0.7996755879967559,0.766412213740458,0.659037095501184,0.6563025210084034
0.810920945395273,0.7713643178410795,0.6692851531814611,0.6783876500857633
0.8166259168704156,0.7636363636363637,0.7227022780832679,0.6778571428571428
0.8133659331703341,0.7619433198380566,0.7494108405341713,0.7296442687747036
0.8156606851549756,0.7638888888888888,0.7912087912087912,0.7109634551495017
0.8172217709179529,0.7675925925925926,0.8077226162332545,0.7056338028169014
0.8171428571428572,0.7853356890459364,0.8031372549019608,0.7755847953216374
0.7918367346938775,0.7774891774891775,0.8070588235294117,0.7382899628252788
0.8220408163265306,0.8067632850241546,0.7992156862745098,0.6982935153583618
0.8318367346938775,0.7984822934232715,0.8282352941176471,0.7321156773211568
0.8230016313213703,0.803680981595092,0.783359497645212,0.7292126563649742
0.8115823817292006,0.7984046410442349,0.8328100470957613,0.776092774308653
0.8238172920065253,0.8109965635738832,0.8194662480376766,0.7964071856287425
0.8295269168026101,0.8227554179566563,0.826530612244898,0.7872516556291391
0.8238172920065253,0.8262135922330097,0.8273155416012559,0.7755102040816326
0.8287112561174551,0.82642089093702,0.8335949764521193,0.8063439065108514
0.8474714518760196,0.8162267839687195,0.8296703296703297,0.7968855788761002
0.8393148450244698,0.8427672955974843,0.8171114599686028,0.798846431146359
0.8221859706362153,0.8244541484716157,0.8139717425431711,0.8029520295202952
0.8107667210440457,0.8156133828996283,0.8343799058084772,0.8077922077922078
0.8075040783034257,0.7979966611018364,0.8210361067503925,0.8003072196620584
0.8393148450244698,0.8079819277108434,0.8343799058084772,0.7994880546075085
0.83278955954323,0.8018867924528302,0.8383045525902669,0.8320839580209896
0.799347471451876,0.8182476466328747,0.8218210361067504,0.80875781948168
0.8287112561174551,0.8202802967848309,0.8226059654631083,0.8034188034188035
0.8523654159869495,0.8237577639751553,0.8241758241758241,0.8292079207920792
0.8278955954323002,0.8239316239316239,0.8281004709576139,0.7902255639097744
0.8368678629690048,0.8226381461675579,0.8296703296703297,0.8243831640058055
0.8450244698205547,0.8340909090909091,0.8406593406593407,0.8186440677966101
0.8491027732463295,0.8396739130434783,0.8273155416012559,0.8209169054441261
0.8017944535073409,0.7971360381861575,0.8178963893249608,0.8077232502011263
0.8376835236541599,0.8467374810318664,0.847723704866562,0.8189509306260575
0.8238172920065253,0.8507963118189439,0.8194662480376766,0.809487375669472
0.8238172920065253,0.8331877729257642,0.8320251177394035,0.8191881918819188
0.8384991843393148,0.8232235701906413,0.8249607535321821,0.8164933135215453
0.8262642740619902,0.831858407079646,0.8375196232339089,0.8233576642335766
0.8197389885807504,0.841686555290374,0.8249607535321821,0.8037007240547064
0.8107667210440457,0.8286683630195081,0.8359497645211931,0.838001514004542
0.8132137030995106,0.8214592274678112,0.8414442700156985,0.8217228464419476
0.8368678629690048,0.8209677419354838,0.8296703296703297,0.8071428571428572
0.8393148450244698,0.8345679012345679,0.8335949764521193,0.8334630350194553
0.8442088091353996,0.8366464995678479,0.8406593406593407,0.8309754281459419
0.8295269168026101,0.8218390804597702,0.8202511773940345,0.8182527301092044
0.8384991843393148,0.8280402788536019,0.8335949764521193,0.8081058726220016
0.831973898858075,0.8297161936560935,0.8233908948194663,0.825652841781874
0.8205546492659054,0.8190709046454768,0.8414442700156985,0.8311076197957581
0.8433931484502447,0.8325242718446602,0.8422291993720565,0.8330696202531646
0.8140293637846656,0.8467924528301887,0.8453689167974883,0.8425531914893617
0.833605220228385,0.8486842105263158,0.8351648351648352,0.8247663551401869
0.8458401305057096,0.8404344193817878,0.8453689167974883,0.8303914044512664
0.833605220228385,0.8382352941176471,0.8445839874411303,0.8422619047619048
0.831973898858075,0.8422791081750619,0.8241758241758241,0.8107059736229635
0.8409461663947798,0.8205560235888796,0.8249607535321821,0.8255902513328256
0.835236541598695,0.8425565081839439,0.814756671899529,0.7962202136400987
0.8311582381729201,0.8097469540768509,0.8335949764521193,0.8080949057920447
0.8466557911908646,0.8285229202037352,0.8351648351648352,0.8320726172465961
0.8466557911908646,0.8244336569579288,0.8359497645211931,0.8275316455696202
0.8091353996737357,0.7947413061916879,0.8304552590266876,0.8198334595003784
0.831973898858075,0.8341584158415841,0.8422291993720565,0.8462732919254659
0.8450244698205547,0.8507936507936508,0.8390894819466248,0.8475806451612903
0.835236541598695,0.8481632653061224,0.8343799058084772,0.8352941176470589
0.8474714518760196,0.8330645161290322,0.8390894819466248,0.8341269841269842
0.8531810766721044,0.8362903225806452,0.8359497645211931,0.8317460317460318
0.8433931484502447,0.8147840531561462,0.8351648351648352,0.8279320987654321
0.8189233278955954,0.8280675973548861,0.8233908948194663,0.8147497805092186
0.8254486133768353,0.8296658516707417,0.8155416012558869,0.821681068342498
0.8221859706362153,0.8386568386568387,0.8218210361067504,0.8295543393275997
0.8466557911908646,0.8452380952380952,0.8233908948194663,0.8209969788519638
0.8466557911908646,0.8285004142502072,0.8485086342229199,0.8368136117556071
0.8450244698205547,0.8454332552693209,0.826530612244898,0.822805578342904
0.835236541598695,0.8270916334661355,0.8241758241758241,0.8240963855421687
0.8401305057096248,0.8396381578947368,0.8390894819466248,0.839563862928349
0.8425774877650897,0.8416075650118203,0.8445839874411303,0.8383428107229894
0.8376835236541599,0.848982785602504,0.8437990580847724,0.82569558101473
0.8270799347471451,0.8225039619651348,0.8469387755102041,0.8441033925686591
0.8458401305057096,0.8334561532792926,0.8328100470957613,0.8433945756780402
0.83278955954323,0.826530612244898,0.82574568288854,0.8270392749244713
0.8531810766721044,0.8394415357766143,0.8398744113029827,0.8316100443131462
0.8393148450244698,0.8582089552238806,0.8422291993720565,0.8318965517241379
