SL_pAcc_aR,SL_pAcc_aNR,SF_pAcc_aR,SF_pAcc_aNR
0.5065469509913955,0.5125944584382871,0.5019338203695746,0.5032239155920282
0.4860635696821516,0.5119910764082544,0.4903553299492386,0.49423136888057373
0.5102786660575606,0.5027791814047499,0.4859480611881893,0.5147302217808672
0.5162440570522979,0.5123877917414722,0.4866720516962843,0.4948081264108352
0.5115445859872612,0.5128119800332779,0.48271704180064307,0.5082706766917293
0.5187628865979381,0.5194132873166523,0.4866019417475728,0.5156599552572707
0.5089285714285714,0.5144649703729522,0.4909240924092409,0.4988268418582825
0.5281076801266825,0.5423611111111111,0.5105092966855295,0.5018867924528302
0.5242513707296499,0.5500827814569537,0.5211106884747052,0.5092879256965944
0.5178930438279051,0.5259584664536742,0.527258257063271,0.49399038461538464
0.5255889520714866,0.543394777265745,0.4940898345153664,0.5267111853088481
0.5249088699878494,0.5326173428798727,0.5120505728960885,0.5060337892196299
0.5245901639344263,0.5686046511627907,0.49921875,0.5020661157024794
0.5743547726341663,0.58397365532382,0.4904259476357952,0.5174239082487869
0.616382806163828,0.6207962891379977,0.48066298342541436,0.5051802735184417
0.5436378466557912,0.6038314176245211,0.49529042386185246,0.5196652719665272
0.7263028313500205,0.6569515557306026,0.48536870854467423,0.5172694026818366
0.7410277324632952,0.7345360824742269,0.4878335949764521,0.5198353293413174
0.7722448979591837,0.7439431913116124,0.5121568627450981,0.5360706062931696
0.7995943204868154,0.786346396965866,0.5857988165680473,0.5793681004948611
0.7785917785917786,0.7439834024896266,0.5564294140778608,0.583011583011583
0.8058489033306255,0.7715341959334565,0.661150512214342,0.6562091503267974
0.8298738298738298,0.7896405919661733,0.6834447502949272,0.6771507863089732
0.8170334148329258,0.7712947189097104,0.7364493322859387,0.6828808446455505
0.8299430431244914,0.7517509727626459,0.7572777340676633,0.7390946502057614
0.8161854412362749,0.7563582749723553,0.8055883510428965,0.7236554438128553
0.8301580867450344,0.7776304155614501,0.7931306750888275,0.7132943754565376
0.8335368335368335,0.785035138486978,0.8116397955171057,0.7818674932196823
0.8077235772357724,0.7746421267893661,0.8125984251968504,0.7632093933463796
