SL_pAcc_aR,SL_pAcc_aNR,SF_pAcc_aR,SF_pAcc_aNR
0.49930362116991645,0.4819059107358263,0.5140977443609023,0.47149643705463185
0.5011655011655012,0.46916146916146917,0.4896949711459192,0.48722800378429515
0.5055031446540881,0.47991689750692523,0.509771986970684,0.5085227272727273
0.5081168831168831,0.47771696637998434,0.5118296529968455,0.4856674856674857
0.5060728744939271,0.48578199052132703,0.48221343873517786,0.4846029173419773
0.5085714285714286,0.49594155844155846,0.5129411764705882,0.4952681388012618
0.5094339622641509,0.48951686417502277,0.507416081186573,0.4953670705630791
0.5313504823151125,0.49242424242424243,0.4753184713375796,0.4822033898305085
0.5052208835341365,0.4645214521452145,0.5115537848605578,0.4968944099378882
0.5062447960033306,0.4762396694214876,0.5111624326404927,0.4908616187989556
0.5033222591362126,0.4918970448045758,0.4591049382716049,0.4941419710544452
0.508957654723127,0.4775993237531699,0.5055031446540881,0.49582384206529995
0.5068603712671509,0.4837310195227766,0.5051546391752577,0.4932855863921218
0.505700325732899,0.4702549575070821,0.5094339622641509,0.49479528105482307
0.5076427996781979,0.48728465955701394,0.5171042163882259,0.4855581576893052
0.5048939641109299,0.4908946951702296,0.5102040816326531,0.48423605497170574
0.5052377115229654,0.48717948717948717,0.482922954725973,0.48876839659178933
0.5056726094003241,0.47794779477947796,0.5110584518167457,0.4931605471562275
0.5048543689320388,0.48089887640449436,0.5087025316455697,0.4995708154506438
0.49225753871230643,0.5108843537414965,0.4838963079340141,0.49514563106796117
0.5134474327628362,0.491044776119403,0.5113904163393559,0.49482758620689654
0.4849715678310317,0.5051903114186851,0.4980299448384555,0.49107142857142855
0.507328990228013,0.48174048174048173,0.46147798742138363,0.48639736191261335
0.5065252854812398,0.48633879781420764,0.489010989010989,0.4913863822805578
0.49592169657422513,0.5035742652899127,0.5102040816326531,0.49637389202256244
0.5065252854812398,0.4836392657621708,0.5078492935635793,0.4971932638331997
0.5061124694376528,0.49069247952345496,0.47368421052631576,0.47968885047536736
0.5065252854812398,0.4855305466237942,0.5086342229199372,0.4888535031847134
0.5065252854812398,0.47342995169082125,0.5094191522762951,0.4944356120826709
0.5130505709624796,0.49222395023328147,0.5117739403453689,0.5057660626029654
0.5089722675367048,0.483187134502924,0.5164835164835165,0.49469964664310956
0.5628058727569332,0.5544899738448126,0.46703296703296704,0.48632668144863267
0.5399673735725938,0.5148833467417538,0.4803767660910518,0.5003977724741447
0.5203915171288744,0.5094488188976378,0.5078492935635793,0.5056910569105691
0.5889070146818923,0.5577967416602017,0.4835164835164835,0.47894302229562347
0.5081566068515497,0.49585406301824214,0.5094191522762951,0.4938176197836167
0.5464926590538336,0.546555639666919,0.5196232339089482,0.49279050042408823
0.6859706362153344,0.6294910179640718,0.5298273155416012,0.49742268041237114
0.7275693311582382,0.6444275966641395,0.4945054945054945,0.5156646909398814
0.7218597063621534,0.6728778467908902,0.5627943485086342,0.50523311132255
0.7830342577487766,0.7035573122529645,0.49607535321821034,0.5238866396761134
0.768352365415987,0.6979246733282091,0.5941915227629513,0.5337781484570475
0.7691680261011419,0.7382602001539645,0.7291993720565149,0.5936719400499584
0.7954360228198859,0.7182637182637183,0.6834249803613511,0.6129788897576232
0.7748776508972267,0.7451587916343919,0.7621664050235479,0.6410256410256411
0.7840260798696006,0.7166172106824926,0.779261586802828,0.6605902777777778
0.7805872756933115,0.6902777777777778,0.7731554160125589,0.6122641509433963
0.8058727569331158,0.7311827956989247,0.7864992150706437,0.6552587646076795
0.8001631321370309,0.6984848484848485,0.7590266875981162,0.6406779661016949
0.8205546492659054,0.7248545303408146,0.7998430141287284,0.6638396299151889
0.797716150081566,0.7694081475787855,0.7912087912087912,0.6947456213511259
0.8172920065252854,0.7975937721160651,0.8029827315541601,0.6780128794848206
0.8076609616951915,0.7713643178410795,0.7941869599371564,0.6852487135506004
